Video ID,Title,Published Date,Description,Tags,Category ID,Duration,Views,Likes,Comments
9nt4oYZAu6Q,Just in from the news desk 📰: The debut of DolphinGemma,2025-04-18T20:32:39Z,"Yes, It’s for real. We’re charting into the realm of interspecies communication. Today, we announce DolphinGemma, our wavebreaking new large language model! Built using Google's advanced AI technology, DolphinGemma functions as an audio-in, audio-out model, processes sequences of natural dolphin sounds to identify patterns, structure, and ultimately predict the likely subsequent sounds in a sequence, much like how large language models for human language predict the next word or token in a sentence. Trained with 40 years of dolphin research from the Wild Dolphin Project’s Dr. Denise Herzing and technical expertise from researchers at Georgia Tech, this model marks our first splash towards interspecies communication! 

Resources: 
Learn more →  goo.gle/DolphinGemma

Subscribe to Google for Developers → https://goo.gle/developers 

Products Mentioned: Gemma, Google AI","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT46S,2410,97,3
A7lWKDloHmY,POV: You’re prepping for #GoogleIO,2025-04-17T16:00:26Z,"Building the future starts bright and early with an iced coffee hand dunk, rower sprints, a banana power-up, and a deep dive into last year's I/O keynote.

Resources: 
Learn more about Google I/O →https://goo.gle/io2025-yt

Subscribe to Google for Developers → https://goo.gle/developers 

Products Mentioned: Google IO","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: I/O ;', 'ct: ; ;', 'gds:Yes;']",28,PT53S,7178,134,13
44C8u0CDtSo,Getting started with Agent Development Kit,2025-04-16T23:00:04Z,"Ready to build your first AI agent with ADK? This video simplifies the process using Google's open-source Agent Development Kit (ADK). Follow along as we guide you through the initial steps, demonstrating ADK's intuitive code-first framework. Learn the fundamentals of agent definition, essential concepts like the Runner and Services, and how easily you can run and debug your agent locally using the built-in web UI (adk web) or CLI (adk run). We'll build a sample YouTube Shorts agent to get you started quickly.

Chapters: 
0:00 - Intro 
0:26 - What is ADK?
1:17 - Sample agent architecture 
2:28 - LLM Agent 
6:30 - Different ways to run the ADK Agent 
7:11 - ADK run
7:50 - ADK web 
9:33 - Different types of Agents 
10:50 - Loop Agent: 
12:06 - Testing Loop Agent:  
13:20 - Runner, Services and Event loop 
16:17 - Run your agent programmatically 
18:00 - Recap 

Resources: 
Get Started → https://google.github.io/adk-docs
Sample Agents → https://goo.gle/3Rbdo4s 

Subscribe to Google for Developers → https://goo.gle/developers 

Products mentioned: Agent Development Kit","['Google', 'developers']",28,PT18M45S,30109,1063,60
vLHwDTNfxdE,Build an agent-powered travel planning app with Generative AI,2025-04-16T21:36:56Z,"Learn how to use Flutter and Firebase Genkit to build multi-platform apps that can seamlessly integrate with AI.

Resources:

Check out these solutions → https://goo.gle/4hTcpAT 

Subscribe to Google for Developers → https://goo.gle/developers


Speaker: Tom Greenaway
Products Mentioned: Firebase, Google Cloud","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Video Type:DevByte;', 'ct: ; ;', 'gds:Yes;']",28,PT5M,6173,175,8
X_1zsJfYLMA,Building Agentic apps with Firebase and Google Cloud,2025-04-16T16:00:04Z,"Learn how to build an agentic coffee ordering agent with Firebase and Google Cloud.

Resources:

Check out the solution → https://goo.gle/3QMpf8X 

Subscribe to Google for Developers → https://goo.gle/developers

Speaker: Emma Twersky 
Products Mentioned: Firebase, Google Cloud","['Google', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Video Type:DevByte;', 'ct: ; ;', 'gds:Yes;']",28,PT4M11S,8815,300,16
eGsKwMSA6Ic,“Why is my website loading so slowly?”,2025-04-16T04:00:49Z,"There are MANY reasons why your website may have high latency. Overcaching? Versioning?  See what solutions work for your website. 

Subscribe to Google for Developers → https://goo.gle/developers 

Speakers: Meg Bauman","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT1M3S,4339,295,17
5e13FdKeTsE,New Google Pay button for Flutter?,2025-04-15T04:00:04Z,"The latest version on the Pay package for Flutter is here! See how you can increase conversions in your check out forms. 

Subscribe to Google for Developers → https://goo.gle/developers  

Speaker: Jose Ugia 
Products Mentioned: Google Pay","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT1M1S,3957,224,2
QhhZt1wUtyo,Why are these login counts incorrect? Can you identify the problem? Go!,2025-04-14T13:00:45Z,"Find the problem in this simple query. Here's our scenario: Your global application is tracking user logins, but the numbers don't match what users are seeing. What's going wrong? Share your solution in the comments.

Subscribe to Google for Developers → https://goo.gle/developers 

Speakers: Amanda Stanton","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ;;', 'gds:Yes;']",28,PT26S,5911,127,15
SqmOgdvfvSk,Unique challenges that mobile devs face? How is Android helping?,2025-04-12T04:00:23Z,"Get a glimpse into the common woes mobile devs face, and also get sneak peak at how Android is helping devs get a better end user experience. 

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Simon Cooke 
Products Mentioned: Android","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT46S,4580,122,2
OMwlK_5iRRc,Google Developer Experts build more with Google AI,2025-04-11T22:57:35Z,"See real examples of Google AI through the eyes of Google Developer Experts (GDEs) from around the globe. In this video, you'll see what these community leaders have built using Gemini and Google Cloud technologies, like a command line generator, code reviewer, and a blood pressure tracker. All GDEs are part of the Google Developer Program, where they can access exclusive resources and take their AI skills to the next level. If you're interested in bringing your vision to life with Google AI like GDEs, check out the Google Developer Program. 

Resources: 
Check out the Google Developer Program → https://goo.gle/42hle1A

Subscribe to Google for Developers → https://goo.gle/developers","['Google', 'developers', 'Tags\npr_pr: Google Developer Groups;', 'Purpose: Learn;', 'Video Type:Trailer/Promo;', 'ct: ; ;', 'gds:N/A;']",28,PT1M48S,3298,59,7
K5T77Fbu70w,What is the Android Dynamic Preference Framework (ADPF)?,2025-04-11T04:00:32Z,"Overheating ruining your game? Get ready for a better game development experience thanks to the Android Dynamic Performance Framework. Optimize performance and ensure smooth gameplay. 

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Nate Trost 
Products Mentioned: Android","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT26S,10599,211,5
6WmvE6rH3jA,What is the Agent Development Kit (ADK)?,2025-04-10T19:59:43Z,"Stop wrestling with complex AI agents! 🤯 Google's new open-source Agent Development Kit (ADK) simplifies building multi-modal & multi-agent systems.

Resources:
Get Started → https://google.github.io/adk-docs
Sample Agents → https://goo.gle/3Rbdo4s 

Subscribe to Google for Developers → https://goo.gle/developers 

#ADK #AIAgents #GoogleAI","['Google', 'developers', 'pr_pr: Google Cloud Tech;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:Social First - Educational;', 'ct: ; ;', 'gds:N/A;']",28,PT49S,19820,638,12
eE_aD5QAgN4,"Build a multimodal, multi-agent with ADK in 37 lines of code",2025-04-10T19:59:25Z,"🤯 Multi-Agent, Multimodal AI in 37 Lines?! (ADK)

Build complex AI agents FAST! See how Agent Development Kit (ADK) creates a multi-agent, multimodal system in just 37 lines of code. Simplify your AI dev!

Get Started → https://google.github.io/adk-docs
Sample Agents → https://goo.gle/3Rbdo4s 

#ADK #AIAgents #GoogleAI","['Google', 'developers', 'pr_pr: Google Cloud Tech;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:Social First - Educational;', 'ct: ; ;', 'gds:N/A;']",28,PT1M17S,27445,1073,15
zgrOwow_uTQ,Introducing Agent Development Kit,2025-04-10T19:59:09Z,"Building complex, production-ready AI agents, especially multi-modal or multi-agent systems, can be challenging. Introducing the Agent Development Kit (ADK), a new open-source project from Google designed to simplify this process based on Google's internal experience. ADK provides a powerful, open foundation (model-agnostic, deployment-agnostic, interoperable) that makes agent development feel like software development, complete with native multi-modal streaming and easy local debugging via a built-in UI.

Watch Product Manager Anand Iyer, Tech Lead Bo Yang, and Developer Advocate, Ivan Nardini introduce ADK and demo building a multi-agent, multi-modal travel planner quickly using the SDK. Learn about the core design principles and see how you can get started building your own sophisticated AI agents today.

Resources: 
Get Started → https://google.github.io/adk-docs
Sample Agents → https://goo.gle/3Rbdo4s 

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Anand Iyer, Bo Yang, Ivan Nardini 
Products mentioned: Agent Development Kit","['Google', 'developers', 'Agent Development Kit', 'ADK', 'AI Agents', 'Build AI Agents', 'Multi-modal Agents', 'Multi-agent Systems', 'Open Source AI', 'AI SDK', 'Agent Framework', 'Google AI', 'Generative AI', 'LLM Agents', 'Large Language Models', 'Gemini', 'Agent Development', 'Interactive AI', 'Real-time AI""', 'pr_pr: Google Cloud Tech;', 'Purpose: Learn;', 'Video Type:Trailer/Promo;', 'ct: ; ;', 'gds:N/A;']",28,PT8M48S,204462,6492,317
3Vcy2jIf74k,Just in from the news desk 📰: Introducing the Google Developer Program,2025-04-10T16:00:06Z,"In this short, we’re excited to announce the new Google Developer Program - a central hub for all developer working across Google’s products. This program gives you the opportunity to connect with others, grow your skills, and most importantly build solutions and community! 

Resources:

Subscribe to Google for Developers → https://goo.gle/developers 

Products Mentioned: Google Developer Program","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT59S,10437,385,4
qV96Aeuqv6c,First day back after OOO 👀,2025-04-10T04:00:49Z,"The pings never stop after OOO. 

Subscribe to Google for Developers → https://goo.gle/developers","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Influence;', 'Campaign: ;', 'Video Type:G4D SV: Comedic skits;', 'ct: ; ;', 'gds:Yes;']",28,PT20S,9193,127,3
h489hYQCt0s,The Google Developer Program,2025-04-09T12:39:35Z,"The Google Developer Program is here to empower you on your journey to learn, build, and grow with Google technologies. Whether you're just starting out or an experienced professional, gain access to a comprehensive suite of resources, tools, and a thriving community designed to help you succeed.

Learn more → https://goo.gle/42hle1A 

Subscribe to Google for Developers → https://goo.gle/developers 

Products Mentioned: Google Developer Program","['Google', 'developers']",28,PT1M1S,19567,408,13
V5f7F9ikvWU,When Ctrl+Z is not working….😵‍💫,2025-04-09T04:00:32Z,"Ctrl+Z: A developer’s safety net – until it isn’t. 

Subscribe to Google for Developers → https://goo.gle/developers","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Comedic skits;', 'ct: ; ;', 'gds:Yes;']",28,PT10S,13341,127,11
FezRQSyrvYQ,“Has AI changed the way you work at Google?”,2025-04-08T23:00:12Z,"By leveraging Gemini and AppScript, Dan Galpin is able to streamline work across Android teams – because the more we automate, the more we can code.

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Dan Galpin 
Products Mentioned: Google AI","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT43S,6148,142,2
AfssOYdS0j4,Gemma in Minutes: 3 ways to run Gemma’s latest version!,2025-04-08T20:00:06Z,"Learn how to set up and run Gemma 3 with Keras, Ollama and via API in only a few minutes.

Chapters:
00:00 Introduction
1:05 Calling the API
1:58 Running on Keras
4:33 Running with Ollama

Resources:
Gemma documentation → https://goo.gle/406JjIM

Subscribe to Google for Developers → https://goo.gle/developers 


Speaker: Marina Coelho
Products mentioned: Gemma, Google AI Studio","['Google', 'developers', 'Purpose: Educate', 'Series: Gemma3 Launch', 'google developers', 'AI', 'Gemma', 'GDS: Yes', 'pr_pr: Google AI for Developers;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:Yes;', 'developer', 'ct: AIG;', 'Gemma 3', ""how to quickly set up and run Google's Gemma 3"", 'how to run Gemma 3 with Keras']",28,PT6M31S,12360,500,17
VZQkjO-01pI,Android Studio tools 🤝 Efficient debugging,2025-04-08T01:00:20Z,"Is Jetpack Compose your go-to for Android UI? Google Engineer Paris Hsu highlights how Android Studio's Compose Preview and Layout Inspector can save you time debugging. Nail those different configurations and accessibility issues! 

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Paris Hsu 
Products Mentioned: Android","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Influence;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ; ;', 'gds:Yes;']",28,PT59S,4286,140,4
Qicj1sWeMmo,Can you find the bug and explain why TypeScript isn’t catching it? Go!,2025-04-07T13:00:40Z,"Hey friends, it’s TypeScript challenge time! This generic function should return the last item of any array. It looks simple, but something's not working as expected here. Can you find the bug AND explain why TypeScript isn't catching it? Bonus points if you can propose a fix that makes it completely type-safe! Share your skills in the comments!

Subscribe to Google for Developers → https://goo.gle/developers 


Speakers: M.E. Francis","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Learn;', 'Campaign: ;', 'Video Type:G4D SV: Educational ;', 'ct: ;;', 'gds:Yes;']",28,PT21S,7777,133,14
tlyV-uUuvAc,Running Gemma on Mac and Windows PCs with Ollama,2025-04-04T23:49:49Z,"Discover how you can run Gemma on Mac and Windows PC using Ollama, from its co-founders Michael Chiang and Jeffrey Morgan. You'll learn how to easily take advantage of Gemma 3's impressive speed and ease of use via Ollama's intuitive interface, and how Ollama can also deploy these models on Google Cloud for scalable access. Learn how to leverage powerful AI, locally and in the cloud, with Ollama. 

Subscribe to Google for Developers → https://goo.gle/developers  

#Gemma #GemmaDeveloperDay 

Speakers: Michael Chiang, Jeffrey Morgan
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:N/A;']",28,PT8M58S,12140,334,19
ArhlS_9Bpkk,Let’s rewind it back to Google IO ‘24,2025-04-03T16:08:15Z,"Get ready for #GoogleIO May 20-21, where we'll unveil the latest innovations to supercharge your development workflow. ✨

Learn more → https://goo.gle/io2025-yt 

Looking back at I/O '24, we saw groundbreaking advancements in AI and so much more that is reshaping how and what developers build.

Which I/O update has helped your development process the most? Share your thoughts below. ⬇️

Subscribe to Google for Developers → https://goo.gle/developers 

Products Mentioned: Google IO","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Influence;', 'Campaign: ;', 'Video Type:G4D SV: I/O ;', 'ct: ; ;', 'gds:Yes;']",28,PT40S,3423,82,5
O5Og53fTkj8,Can you beat our time solving the green world? #GoogleIO,2025-04-03T01:00:30Z,"Think you’ve mastered the #GoogleIO puzzle?  Watch as we bend light to solve the green world challenge. How fast can you do it?

Give it a shot and drop your time in the comments. 🕹️

Resources: 
Try the puzzle here → https://goo.gle/iopuzzle-yt

Subscribe to Google for Developers → https://goo.gle/developers 

Speaker: Meg Bauman 
Products Mentioned: Gemini, Google IO","['Google', 'developers', 'pr_pr: Google for Developers;', 'Purpose: Explore;', 'Campaign: ;', 'Video Type:G4D SV: I/O ;', 'ct: ; ;', 'gds:Yes;']",28,PT1M6S,4923,100,3
y-jRGYnDgfM,Pushing the capabilities of Gemma 3 via distillation and RL fine-tuning,2025-04-02T16:01:19Z,"Specialized capabilities (e.g. math abilities, coding, multilinguality, tool use...) are key areas of improvement in post-training. In this talk we explore a novel strategy involving large-scale distillation and RL finetuning to push specialized capabilities in LMs while still improving their generality. 

Subscribe to Google for Developers → https://goo.gle/developers 

Speakers: Johan Ferret
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'ct: ; ;', 'gds:N/A;']",28,PT8M47S,1834,61,5
tfPtsV-9buc,Welcome to the Gemmaverse,2025-04-02T16:01:17Z,"The Gemma family of open models keeps evolving, offering developers powerful tools for building a wide range of AI applications. In this session we'll explore the Gemmaverse, the vibrant Gemma ecosystem made of over 60,000 projects built by developers like you. We'll highlight innovative research and community efforts to fine tune LLMs for a wide range of languages of the world. 

Learn more at https://ai.google.dev/gemma/gemmaverse

Subscribe to Google for Developers → https://goo.gle/developers  

#Gemma #GemmaDeveloperDay 

Speaker: Omar Sanseviero
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:N/A;']",28,PT6M35S,2917,87,3
nvm-4x7g2Ao,Gemma on mobile and web. Best and worst practices,2025-04-02T16:01:08Z,"Come learn new methods and best practices for bringing Gemma to Mobile and Web. LLM powered applications are the next frontier. Using MediaPipe and LiteRT, integrate Gemma into apps with the amazing performance and ease.

Subscribe to Google for Developers → https://goo.gle/developers  

#Gemma #GemmaDeveloperDay 

Speaker: Mark Sherwood
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:N/A;']",28,PT13M55S,9070,303,15
ichL9eGGMNQ,ShieldGemma 2 – Developing safe and responsible AI for images,2025-04-02T16:01:04Z,"Responsible AI development in multimodal contexts requires robust image safety classifiers.  Explore our model for classifying images as ""safe"" or ""unsafe"" across key safety categories, which effectively moderates generated images (from any image generation model) and real images (e.g. an image input to a Vision-Language Model), enabling safer use of image generation and VLMs. 

Subscribe to Google for Developers → https://goo.gle/developers  

#Gemma #GemmaDeveloperDay 

Speakers: Dana Kurniawan, Wenjun Zeng
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:N/A;']",28,PT6M40S,456,19,2
jiDEnKYY_l8,Integrating the Gemma model family in Transformers,2025-04-02T16:01:04Z,"Arthur Zucker, Head of Transformers at Hugging Face, explores in this talk the integration of Gemma into the Transformers framework. Explore how techniques like LoRA and model sharding can tailor Gemma for specific needs within this environment. Learn how to effectively leverage Gemma's power and versatility using Transformers.

Subscribe to Google for Developers → https://goo.gle/developers  

#Gemma #GemmaDeveloperDay 

Speaker: Arthur Zucker
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'gds:N/A;']",28,PT14M51S,826,31,2
lyf3Fe-MsWU,RLHF for finer alignment with Gemma 3,2025-04-02T16:01:00Z,"How to best align a model for human interaction? In RLHF we first learn a proxy for the human preferences: the reward model (RM), that is later used to align a language policy. Yet the RM is an imperfect approximator of human preferences, and its prolonged usage leads inevitably to reward hacking. In this presentation we’ll review techniques developed in Gemma to mitigate this hacking and allow for longer training. 

Subscribe to Google for Developers → https://goo.gle/developers 

Speakers: Louis Rouillard
Products Mentioned: Gemma","['Google', 'developers', 'pr_pr: Gemma;', 'Purpose: Learn;', 'Video Type:DevByte;', 'ct: ; ;', 'gds:N/A;']",28,PT10M21S,377,14,0
